Date,LoggerID,TempInSitu,ECond.mS.cm,Salinity_psu
2022-06-15 08:16:00,20739354,26.39,53736.12935623803,34.425463878039444
2022-06-15 08:20:00,20739354,26.400000000000002,53783.829356238035,34.45236571408064
2022-06-15 08:24:00,20739354,26.42,53797.52935623803,34.447286105682956
2022-06-15 08:28:00,20739354,26.42,53749.72935623803,34.4128554014268
2022-06-15 08:32:00,20739354,26.430000000000003,53787.22935623803,34.4323957992187
2022-06-15 08:36:00,20739354,26.430000000000003,53811.12935623803,34.449608784364685
2022-06-15 08:40:00,20739354,26.48,53817.92935623803,34.41716907833339
2022-06-15 08:44:00,20739354,26.51,53855.52935623803,34.421834127951946
2022-06-15 08:48:00,20739354,26.540000000000003,53845.329356238035,34.39214101695073
2022-06-15 08:52:00,20739354,26.540000000000003,53841.92935623803,34.38969793751461
2022-06-15 08:56:00,20739354,26.55,53848.72935623803,34.38713604229473
2022-06-15 09:00:00,20739354,26.580000000000002,53848.72935623803,34.364807974997504
2022-06-15 09:04:00,20739354,26.6,53821.42935623803,34.330346300957395
2022-06-15 09:08:00,20739354,26.650000000000002,53872.62935623803,34.329935784946805
2022-06-15 09:12:00,20739354,26.64,53845.329356238035,34.31778684653534
2022-06-15 09:16:00,20739354,26.64,53862.42935623803,34.330047221271485
2022-06-15 09:20:00,20739354,26.64,53862.42935623803,34.330047221271485
2022-06-15 09:24:00,20739354,26.66,53879.52935623803,34.32745883219103
2022-06-15 09:28:00,20739354,26.69,53886.329356238035,34.310075300761255
2022-06-15 09:32:00,20739354,26.700000000000003,53862.42935623803,34.28554737188886
2022-06-15 09:36:00,20739354,26.740000000000002,53924.02935623803,34.30000823247171
2022-06-15 09:40:00,20739354,26.75,53930.92935623803,34.29753820687944
2022-06-15 09:44:00,20739354,26.76,53900.02935623803,34.26803315782737
2022-06-15 09:48:00,20739354,26.770000000000003,53906.92935623803,34.26556970622726
2022-06-15 09:52:00,20739354,26.78,53930.92935623803,34.27533196787177
2022-06-15 09:56:00,20739354,26.8,53934.329356238035,34.26297090345191
2022-06-15 10:00:00,20739354,26.810000000000002,53941.22935623803,34.26050888719233
2022-06-15 10:04:00,20739354,26.810000000000002,53937.829356238035,34.25807964010589
2022-06-15 10:08:00,20739354,26.830000000000002,53961.829356238035,34.260443290522716
2022-06-15 10:12:00,20739354,26.830000000000002,53906.92935623803,34.22123615278441
2022-06-15 10:16:00,20739354,26.85,53913.72935623803,34.21133335076942
2022-06-15 10:20:00,20739354,26.85,53961.829356238035,34.24566939866574
2022-06-15 10:24:00,20739354,26.860000000000003,53913.72935623803,34.20395800993633
2022-06-15 10:28:00,20739354,26.880000000000003,53934.329356238035,34.203910121269445
2022-06-15 10:32:00,20739354,26.87,53975.52935623803,34.240682547298185
2022-06-15 10:36:00,20739354,26.91,53975.52935623803,34.21117937653252
2022-06-15 10:40:00,20739354,26.92,53958.42935623803,34.19162117176823
2022-06-15 10:44:00,20739354,26.94,53996.22935623803,34.203829495908685
2022-06-15 10:48:00,20739354,26.98,54009.92935623803,34.18414138942192
2022-06-15 10:52:00,20739354,26.970000000000002,53948.12935623803,34.14749527211406
2022-06-15 10:56:00,20739354,26.990000000000002,53958.42935623803,34.14013036853728
2022-06-15 11:00:00,20739354,27.03,54006.52935623803,34.144969969690145
2022-06-15 11:04:00,20739354,27.080000000000002,54009.92935623803,34.11070068455573
2022-06-15 11:08:00,20739354,27.080000000000002,54030.62935623803,34.12540636556751
2022-06-15 11:12:00,20739354,27.1,53996.22935623803,34.08631636090385
2022-06-15 11:16:00,20739354,27.090000000000003,54040.92935623803,34.12538966481818
2022-06-15 11:20:00,20739354,27.130000000000003,54040.92935623803,34.09607846338306
2022-06-15 11:24:00,20739354,27.14,54058.22935623803,34.101032434577846
2022-06-15 11:28:00,20739354,27.16,54027.22935623803,34.06440671004944
2022-06-15 11:32:00,20739354,27.19,54058.22935623803,34.0644523304179
2022-06-15 11:36:00,20739354,27.200000000000003,54068.52935623803,34.0644432138609
2022-06-15 11:40:00,20739354,27.23,54061.62935623803,34.037643326079426
2022-06-15 11:44:00,20739354,27.23,54054.72935623803,34.03275701097516
2022-06-15 11:48:00,20739354,27.240000000000002,54009.92935623803,33.99374399104519
2022-06-15 11:52:00,20739354,27.23,54003.12935623803,33.996219412337545
2022-06-15 11:56:00,20739354,27.25,54034.02935623803,34.00351364525115
2022-06-15 12:00:00,20739354,27.25,54044.42935623803,34.01087481959776
2022-06-15 12:04:00,20739354,27.25,54023.72935623803,33.9962235013346
2022-06-15 12:08:00,20739354,27.290000000000003,54040.92935623803,33.97925441433071
2022-06-15 12:12:00,20739354,27.28,54072.02935623803,34.00853571445079
2022-06-15 12:16:00,20739354,27.290000000000003,54054.72935623803,33.989013804513824
2022-06-15 12:20:00,20739354,27.32,54085.829356238035,33.98915863189566
2022-06-15 12:24:00,20739354,27.35,54075.42935623803,33.959985363441895
2022-06-15 12:28:00,20739354,27.35,54075.42935623803,33.959985363441895
2022-06-15 12:32:00,20739354,27.39,54072.02935623803,33.92852591519811
2022-06-15 12:36:00,20739354,27.37,54092.72935623803,33.957664677787186
2022-06-15 12:40:00,20739354,27.39,54072.02935623803,33.92852591519811
2022-06-15 12:44:00,20739354,27.39,54075.42935623803,33.930925324650936
2022-06-15 12:48:00,20739354,27.400000000000002,54099.62935623803,33.94074200423349
2022-06-15 12:52:00,20739354,27.430000000000003,54068.52935623803,33.897041872423976
2022-06-15 12:56:00,20739354,27.42,54113.42935623803,33.93595873381169
