Date,LoggerID,TempInSitu,ECond.mS.cm,Salinity_psu
2022-06-15 08:16:00,20739342,26.25,54247.72935623804,34.90051849138799
2022-06-15 08:20:00,20739342,26.180000000000003,54216.12935623803,34.93081663787966
2022-06-15 08:24:00,20739342,26.200000000000003,54505.52935623803,35.12550399024679
2022-06-15 08:28:00,20739342,26.23,54560.12935623803,35.14216744614304
2022-06-15 08:32:00,20739342,26.34,54579.42935623803,35.0721601680732
2022-06-15 08:36:00,20739342,26.41,54608.329356238035,35.03975526439589
2022-06-15 08:40:00,20739342,26.470000000000002,54786.12935623803,35.12248614069045
2022-06-15 08:44:00,20739342,26.470000000000002,54760.22935623804,35.10378872725667
2022-06-15 08:48:00,20739342,26.48,54776.42935623803,35.1078673783534
2022-06-15 08:52:00,20739342,26.360000000000003,54473.52935623803,34.9803474025579
2022-06-15 08:56:00,20739342,26.540000000000003,54812.12935623803,35.087962645758516
2022-06-15 09:00:00,20739342,26.59,54854.42935623803,35.08043890818516
2022-06-15 09:04:00,20739342,26.540000000000003,54874.02935623803,35.132589407420014
2022-06-15 09:08:00,20739342,26.490000000000002,54792.62935623803,35.11194420464956
2022-06-15 09:12:00,20739342,26.44,54737.52935623803,35.11024872492204
2022-06-15 09:16:00,20739342,26.53,54802.42935623803,35.08857396284715
2022-06-15 09:20:00,20739342,26.490000000000002,54740.72935623804,35.07449471060601
2022-06-15 09:24:00,20739342,26.5,54756.92935623803,35.07857604726075
2022-06-15 09:28:00,20739342,26.540000000000003,54799.12935623803,35.07859147162008
2022-06-15 09:32:00,20739342,26.48,54766.72935623804,35.100866471607695
2022-06-15 09:36:00,20739342,26.55,54851.22935623804,35.10854191711513
2022-06-15 09:40:00,20739342,26.580000000000002,54867.52935623803,35.09747376040019
2022-06-15 09:44:00,20739342,26.630000000000003,54861.02935623803,35.05482230257837
2022-06-15 09:48:00,20739342,26.630000000000003,54854.42935623803,35.0500733364142
2022-06-15 09:52:00,20739342,26.580000000000002,54841.42935623803,35.078673037356154
2022-06-15 09:56:00,20739342,26.59,54877.329356238035,35.096931512011814
2022-06-15 10:00:00,20739342,26.540000000000003,54786.12935623803,35.069220702510584
2022-06-15 10:04:00,20739342,26.59,54805.62935623803,35.045297283179906
2022-06-15 10:08:00,20739342,26.59,54802.42935623803,35.04299311339488
2022-06-15 10:12:00,20739342,26.59,54808.92935623803,35.04767348393222
2022-06-15 10:16:00,20739342,26.650000000000002,54883.829356238035,35.05605290815837
2022-06-15 10:20:00,20739342,26.720000000000002,54916.42935623803,35.026437727861044
2022-06-15 10:24:00,20739342,26.69,54857.72935623804,35.00697866292996
2022-06-15 10:28:00,20739342,26.66,54861.02935623803,35.03207380145506
2022-06-15 10:32:00,20739342,26.64,54870.72935623804,35.05421489980604
2022-06-15 10:36:00,20739342,26.720000000000002,54896.829356238035,35.01236066299927
2022-06-15 10:40:00,20739342,26.720000000000002,54916.42935623803,35.026437727861044
2022-06-15 10:44:00,20739342,26.76,54890.329356238035,34.97744650339469
2022-06-15 10:48:00,20739342,26.830000000000002,54939.329356238035,34.959728952038795
2022-06-15 10:52:00,20739342,26.880000000000003,54965.52935623803,34.94079280422612
2022-06-15 10:56:00,20739342,26.900000000000002,54981.92935623803,34.93746210521204
2022-06-15 11:00:00,20739342,26.91,54955.72935623804,34.91118908528586
2022-06-15 11:04:00,20739342,26.94,54985.12935623803,34.909641809815874
2022-06-15 11:08:00,20739342,26.98,54985.12935623803,34.879575230190405
2022-06-15 11:12:00,20739342,26.970000000000002,54965.52935623803,34.87308544291496
2022-06-15 11:16:00,20739342,26.990000000000002,55011.42935623803,34.89084735346617
2022-06-15 11:20:00,20739342,27.03,54998.329356238035,34.851471105130464
2022-06-15 11:24:00,20739342,27.040000000000003,54985.12935623803,34.83455660693862
2022-06-15 11:28:00,20739342,27.080000000000002,54985.12935623803,34.80459823513331
2022-06-15 11:32:00,20739342,27.130000000000003,55031.12935623803,34.799961036222456
2022-06-15 11:36:00,20739342,27.130000000000003,55050.829356238035,34.81398814844771
2022-06-15 11:40:00,20739342,27.17,55014.72935623804,34.75840429973093
2022-06-15 11:44:00,20739342,27.150000000000002,55027.829356238035,34.78266188754718
2022-06-15 11:48:00,20739342,27.21,55064.02935623803,34.76360846719196
2022-06-15 11:52:00,20739342,27.200000000000003,55041.02935623803,34.75471929128252
2022-06-15 11:56:00,20739342,27.25,55060.72935623804,34.731439726107595
2022-06-15 12:00:00,20739342,27.25,55047.52935623803,34.72206531364897
2022-06-15 12:04:00,20739342,27.25,55113.42935623803,34.768870422892405
2022-06-15 12:08:00,20739342,27.28,55090.329356238035,34.7301095912673
2022-06-15 12:12:00,20739342,27.28,55067.329356238035,34.71378486361866
2022-06-15 12:16:00,20739342,27.3,55100.22935623804,34.7222449720123
2022-06-15 12:20:00,20739342,27.34,55120.02935623803,34.70652993156792
2022-06-15 12:24:00,20739342,27.360000000000003,55143.12935623803,34.70803374976285
2022-06-15 12:28:00,20739342,27.400000000000002,55096.92935623803,34.64561039033888
2022-06-15 12:32:00,20739342,27.430000000000003,55153.02935623803,34.66306720966657
2022-06-15 12:36:00,20739342,27.46,55153.02935623803,34.640828944312226
2022-06-15 12:40:00,20739342,27.48,55146.42935623803,34.62135173374711
2022-06-15 12:44:00,20739342,27.48,55179.42935623803,34.644677696983244
2022-06-15 12:48:00,20739342,27.48,55153.02935623803,34.626016723969016
2022-06-15 12:52:00,20739342,27.520000000000003,55136.52935623803,34.58477209755551
2022-06-15 12:56:00,20739342,27.53,55156.329356238035,34.591362585226634
